,1_early,1_late,2_early,2_late,3_early,3_late,4_early,4_late,5_early,5_late,6_early,6_late
0.41,1145.869705,1145.869705,950.4294772,950.4294772,950.4294772,950.4294772,950.4294772,950.4294772,1073.171352,1073.171352,1073.171352,1073.171352
0.42,1213.907118,1213.907118,984.4367792,984.4367792,984.4367792,984.4367792,984.4367792,984.4367792,1143.312307,1143.312307,1143.312307,1143.312307
0.43,1290.135508,1290.135508,1020.870222,1020.870222,1020.870222,1020.870222,1020.870222,1020.870222,1224.403748,1224.403748,1224.403748,1224.403748
0.44,1376.254861,1376.254861,1060.068033,1060.068033,1060.068033,1060.068033,1060.068033,1060.068033,1319.550746,1319.550746,1319.550746,1319.550746
0.45,1474.466323,1474.466323,1102.423203,1102.423203,1102.423203,1102.423203,1102.423203,1102.423203,1433.129385,1433.129385,1433.129385,1433.129385
0.46,1587.662918,1587.662918,1148.410169,1148.410169,1148.410169,1148.410169,1148.410169,1148.410169,1571.422802,1571.422802,1571.422802,1571.422802
0.47,1719.704859,1719.704859,1198.608083,1198.608083,1198.608083,1198.608083,1198.608083,1198.608083,1743.520737,1743.520737,1743.520737,1743.520737
0.48,1875.815551,1875.815551,1253.732741,1253.732741,1253.732741,1253.732741,1253.732741,1253.732741,1962.276661,1962.276661,1962.276661,1962.276661
0.49,2063.136974,2063.136974,1314.681261,1314.681261,1314.681261,1314.681261,1314.681261,1314.681261,2244.104532,2244.104532,2244.104532,2244.104532
0.5,2291.451633,2291.451633,1382.595985,1382.595985,1382.595985,1382.595985,1382.595985,1382.595985,2604.128069,2604.128069,2604.128069,2604.128069
0.51,2573.931795,2573.931795,1458.958138,1458.958138,1458.958138,1458.958138,1458.958138,1458.958138,3044.138008,3044.138008,3044.138008,3044.138008
0.52,2927.335148,2927.335148,1545.728977,1545.728977,1545.728977,1545.728977,1545.728977,1545.728977,3560.668312,3560.668312,3560.668312,3560.668312
0.53,3370.166103,3370.166103,1645.569368,1645.569368,1645.569368,1645.569368,1645.569368,1645.569368,4165.666115,4165.666115,4165.666115,4165.666115
0.54,3916.752477,3916.752477,1762.193949,1762.193949,1762.193949,1762.193949,1762.193949,1762.193949,4750,4750,4750,4750
0.55,4569.271811,4569.271811,1900.966222,1900.966222,1900.966222,1900.966222,1900.966222,1900.966222,4750,4750,4750,4750
0.56,4750,4750,2069.945013,2069.945013,2069.945013,2069.945013,2069.945013,2069.945013,4750,4750,4750,4750
0.57,4750,4750,2281.813811,2281.813811,2281.813811,2281.813811,2281.813811,2281.813811,4750,4750,4750,4750
0.58,4750,4750,2557.578582,2557.578582,2557.578582,2557.578582,2557.578582,2557.578582,4750,4750,4750,4750
0.59,4750,4750,2933.595052,2933.595052,2933.595052,2933.595052,2933.595052,2933.595052,4750,4750,4750,4750
0.6,4750,4750,3472.104438,3472.104438,3472.104438,3472.104438,3472.104438,3472.104438,4750,4750,4750,4750
0.61,4750,4750,4255.654978,4255.654978,4255.654978,4255.654978,4255.654978,4255.654978,4750,4750,4750,4750
0.62,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
